restaurant_id,date,review_id,stars,text,Sentiment
ch174,9/26/2014,revch40,4,If you love Germany food and beer this is a must try!  The Snitzel is amazing!  The sausage sampler at $29 bucks is a bit on the expensive side but a must!   But the beer is why I come back every time I'm in Vegas!   The  Hef is the best I've had!   Inauthentic German experience right down to the liederhosen!   Love love love this place!   hoy hoy hoy!,positive
ch174,9/22/2014,revch41,4,"Hofbrau always does their best to make sure you have a good time rather it's in Panama City Beach or Las Vegas. Good food, good beer.",positive
ch174,9/20/2014,revch42,2,If you're a tourist....you'll probably love this place because you're too drunk or high to notice what it's issues are,negative
ch174,9/16/2014,revch43,1,Most expensive place in vegas. Could of gone to a 5 star buffet with 5 friends for half the price.,negative
ch174,9/6/2014,revch44,4,"Something different to try! It's fun, super loud, very friendly & a taste of Europe! Being from Poland I love every place that gives me memories of home & my moms & grandmothers cooking! 
The food is meant to be shared & very homy. There's a lot of great things on the menu with delicious HUGE schnitzels & sausages! The beer is HUGE as well & the goal is to just have a good time. You sing, dance, get spanked, stand on your benches, whatever you want to do...all in fun.
This is another great option for groups.",positive
ch174,9/6/2014,revch45,4,"Yes, it's incredibly loud. And yes, the entertainment can be hokey. And yes, it's overpriced. But everyone should experience The Hofbrauhaus at least once! The menu is everything German( red cabbage, German potato salad, spatzle, and, of course, beer), but the standouts are the sausages, the HUGE wienerschnitzel, and the Bavarian pretzels with a delicious sweet mustard. For dessert, there's apple strudel and Black Forest cake. Go with friends, but don't expect to carry on a conversation! Just enjoy the ambiance!",positive
ch174,9/5/2014,revch46,3,"Don't go to Hofbräuhaus for their ""authentic"" German cuisine. Go there for the ambiance, the kinky paddling, and the beer. 

The food is definitely mediocre, but nothing the singalongs and the drunken chants would not make up for (if that's your thing). Go here with a big group and definitely make reservations because it tends to become a mad house otherwise. Not a great place for couples or people who don't enjoy drinking.",negative
ch174,9/3/2014,revch47,4,"OK so I have a secret obsession with German food I won't lie.  Being from the Midwest if it's heavy, gravy covered or fried and totally bad for you I'll take two!!  Their Jaggersnitzel is to die for!  I also tried sides of their spatzle and potato salad.  Spatzle is always never as good as I hope it sounds it will be but, it was ok and their potato salad was really good.  I love a good potato salad and those Germans know how to make it!  My boyfriend got a sausage plate and he did enjoy it although he's not a fatty food fan!  I also got a small Das Boot!!  It was small and plastic and I really wanted the larger glass one but, those were over 70$ and too much beer for me!  But, my small Das Boot was all I needed and it was filled with the most delicious Hefeweizen I have ever put my lips on!! Holy Cow I dream about that beer to this day!! When I'm in Vegas it's a guarantee I will be headed back here!!  The atmosphere is awesome, large vaulted ceilings and picnic table style seating.  It is an exact replica of the one in Munich Germany.  So cool felt like a travel without leaving Las Vegas!!",positive
ch174,9/3/2014,revch48,2,"I'd first heard of the Hofbräuhaus on the Food Network a few years ago. It was highly recommended for it's authentic food and dining atmosphere from what I remember.

I love, love, love German food, and hadn't had any in several months, plus after skipping lunch in favor of a few pitchers of poolside drinks, my husband and I were really in the mood for some salty, carb-y food...and what could be better than spaetzle!

I was aware of the live entertainment and therefore brought earplugs. I'm glad I did! As we walked in the dining room, there was a lady standing on the bench of her community table, clapping to the Dire Straights cover band. Also, if spankings by dirndl-wearing waitresses is on your bucket list (for some reason) you can get, or watch that done here.

Overall, the food was decent, definitely got the carbs we came for but I've been spoiled by Uwe's in Colorado Springs. Hofbräuhaus doesn't live up, but in all fairness that's a very high bar!

If you're not into the kinda touristy place that has an attached gift shop, I'd skip it.",negative
ch174,9/3/2014,revch49,3,"Meh.  It's decent food, but nothing to write home about.  

I had a plate of sausages with mashed potatoes and sauerkraut, my wife had jagetschnitzle, and she definitely chose better than I did, but neither of us were all that impressed.  The servers were nice, but not all that quick to refill water (I realize this is not the sort of place one normally orders water, but I was already all liquored up and looking for something hearty to help soak up my liquid lunch). 

If I were, for some reason, to go back here I'd probably order my food from the bar next to the gift shop.  That way I could avoid the obnoxiously loud cafeteria-esque dining room and the utterly terrible live music.  And even if the food wasn't extraordinary it was at least decent and decently priced.  This might be a fun place to go with a big group, but not really what I was looking for.",negative
ch174,9/3/2014,revch50,4,"Nach drei Wochen US Bier knallt das Original HB Bier mit 5,2 % richtig rein... Herrlich !!! Das Ambiente ist typisch Vegas künstlich, aber nicht unangenehm kitschig. Das Essen (Schweinsbraten für 16$ und Jägerschnitzel für 18$) war erstaunlich lecker, bei beiden Gerichten bissl wenig Sauce. Eine Halbe Helles kostet 8$, im
Vergleich kostet im Venetian ein 0,33 Bier 7$. Also noch im Rahmen. Da wir in der Woche dort waren lief es ohne Halli Galli ab, am WE oder abends ist sicher mehr los. 

Für Bayern, Bierliebhaber oder Freunde der dt. Küche lohnt sich ein Besuch!

O zapft is ;-)",positive
ch174,8/24/2014,revch51,4,The beer hall style of dining was unique. The host seated us with another party of four which really livened up the atmosphere with cheerful laughter and conversation. The service was great and the food was authentic to my expectations. They serve there beers in large glass boots which were fun to drink out of. They also had a gentlemen on stage playing a instrument and singing while a lady would paddle patrons at their seats. You have to love öctoberfest!,positive
ch174,8/21/2014,revch52,4,"This wasn't my first time to Hofbrauhaus, but it was my first time to this location.  Just a short taxi trip off the strip, Hofbrau is a beer drinkers delight.  German beerhall fashion tables, live music a liter beers.  What more could you possibly want?  There's more. 

During our hour or so long visit, (plus a short wait), many, many people were spanked, yes spanked, by the more than willing females servers.  We did not partake, but it was fun to watch. 

In addition, the cheerful dancing on benches, live music, and stein holding contests were all exciting, fun happenings to keep us entertained.  We went for the pretzels and sausages and the food was quite good as well. 

Prost!",positive
ch174,8/19/2014,revch53,3,"Decent-enough German food, gigantic beer steins, live traditional music, and public humiliation. They seem to pride themselves on not being a tourist destination, but let's get real: very few people come here more than once for anything but the novelty.

Considering half of Texas, where I'm from, was settled by Germans, the food here did not live up to my expectations given the price point- but we have few restaurants turning out this cuisine here, so some inflation is to be expected.
$60 dinner for two, splitting a plate, an app, and a beer? Not really worth it, IMO. Quality was just not there for the majority of the items.

Kartoffelpuffer - Two crisp and golden brown Potato Pancakes served with smoked Salmon and traditional garnish; it's like going to a Jewish deli for breakfast and being torn between the pancakes and the lox, and deciding to combine them. Not bad, but pancakes aren't seasoned at all.  $15

Special Plate of the Day- pork loin served with two kinds of sausage, sauerkraut and mashed potatoes, sided with gravy and mustard. Sausages weren't bad, one was considerably better than the other. Pork was unremarkable, as were the 'kraut and 'taters. $20

The beer. Good lord, I have no idea which beer my guy opted for, but we got the 36oz stein and it was huge but we drank it all without problem because it was light, smooth, and delicious. Complemented the sausages, as it's supposed to. HB prides itself on only importing beers that meet the traditional purity law, with simple, classic ingredients only. Mad hops, I mean props, to their beer! $16

The reason I can't tell you which sausage was the best is because service is mostly nonexistent. I guess if your basic couple is likely to spend $100, and most people tip 20%, you don't have to do much to get halfway decent pay by default.
Our waitress took our order, kitchen staff brought it out and took it away, waitress brought our bill. The end. Gave us a vague and rushed ""you good?"" as she walked by once, but otherwise did the bare minimum.
There was a featured dessert trio, but only one sounded appealing. Disappointed that they are unable to accommodate an order for a single dessert without spending $15 on the bunch of them.",negative
ch174,8/17/2014,revch54,4,"The schnitzel was a good average schnitzel. Probably some of the better schnitzel you will find in the US. The potato salad was different than the potato salad from Germany, but still good. The burger was a very good quality, tasty and moist. I would highly recommend the burger. It is not what you would normally expect. The Black Forest cake is very good and moist. The sauce is to die for. The Hofbräu beer is a true German beer that is not common to most restaurants. I would recommend this restaurant for anyone to visit. It is a good, close to authentic German meal.",positive
ch174,8/14/2014,revch55,4,"Wow, tough to give it four stars, but I am going to do that. I will explain why. Beer should never be $16 for a draught beer. Sure it is one liter in size, but really who came up with that price? You almost feel obligated to spend it because the smaller beers are $9 so you might as well splurge and get the full Bavarian experience.

So why 4 stars? The food. Let me tell you after spending five years in Germany and knowing what Bavarian food should taste like, it is spot on. Really rich and authentic. I had the Cheese Plate appetizer which had American cheese on it, but don't let that bother you, it was done well and you get the same plate in Bavaria anyway. 

The Bratenteller is a mixture of Pork and beef with red cabbage and Spatzle. Authentic in every way and so good every bite was made with some sort of noise like umm, yumm, mmm, etc. 

Entertainment is good but in my opinion it should be louder. 

You will be seated with total strangers unless you indicate your comfort is not there, but sitting with strangers is the Bavarian way and I met some of the most fantastic people including a family from Ireland. 

So money aside, bring a hundred so you can get just a little of everything and at least 2 beers to get the full effect. This is a great place to celebrate someone's birthday or anniversary or whatever. Just make sure you tell your waiter and they may do something special for you.",positive
ch174,8/9/2014,revch56,3,"Everyone liked their food, nice atmosphere. Tried to get a substitution of potatoes for spetzle, no dice. One we were done, we felt pressure to get out and make room for the next batch of tourists.",negative
ch174,8/8/2014,revch57,1,"Service: Fairly standoffish and unfriendly waitress. Had to request a drink refill every time and every request we had seemed like an inconvenience for her. 

Food: Completely overpriced and subpar. Average of $20 a dinner plate. Drinks are completely overpriced as well. $15 for 1 liter of beer at a restaurant? No thanks.    

Environment: As expected, this place is very loud. We were the furthest from the stage but still couldn't hear everyone at our table. 

Overall I would NOT recommend this place. The staff was very pretentious and cold. The food wasn't very good at any price and while the live entertainment was fun, the pretentious waitresses took away too much from the environment. 

I would not recommend this place under any circumstances.",negative
ch174,8/3/2014,revch58,4,"If you want to have fun while you eat this is the spot. I had tilapia, a bunch of cold cut type of food, some seriously delicious dogs. All of it was really delicious. For being an insanely busy place they were still so attentive and friendly. 
It was a straight up party in there. The beer was great. Standing on tables singing, German band playing and some fun drinking games. To top that all off I think it's still a good place to take kids!",positive
